id	일시	자치구	승차총승객수	하차총승객수
578	20200124	강북구	41262.0	36788.0
579	20200124	강서구	117569.0	106760.0
580	20200124	관악구	62752.0	46374.0
581	20200124	광진구	68937.0	61975.0
582	20200124	구로구	92781.0	86678.0
583	20200124	금천구	28297.0	26465.0
584	20200124	노원구	93396.0	88376.0
585	20200124	도봉구	33725.0	33676.0
586	20200124	동대문구	51062.0	44305.0
587	20200124	동작구	106411.0	91818.0
588	20200124	마포구	155734.0	148233.0
589	20200124	서대문구	17299.0	15421.0
590	20200124	서초구	75508.0	126753.0
591	20200124	성동구	56406.0	51800.0
592	20200124	성북구	51171.0	43713.0
593	20200124	송파구	86998.0	78053.0
594	20200124	양천구	32739.0	30383.0
595	20200124	영등포구	102054.0	98771.0
596	20200124	용산구	65092.0	79872.0
597	20200124	은평구	79277.0	72682.0
598	20200124	종로구	116936.0	116571.0
599	20200124	중구	122619.0	121953.0
600	20200124	중랑구	38303.0	35143.0
601	20200125	강남구	113878.0	118237.0
602	20200125	강동구	51430.0	51883.0
603	20200125	강북구	39381.0	37398.0
604	20200125	강서구	96270.0	94868.0
605	20200125	관악구	44194.0	45208.0
606	20200125	광진구	56316.0	57290.0
607	20200125	구로구	79445.0	79909.0
608	20200125	금천구	23534.0	24655.0
609	20200125	노원구	86902.0	85422.0
610	20200125	도봉구	31876.0	31407.0
611	20200125	동대문구	38108.0	37078.0
612	20200125	동작구	80682.0	81960.0
613	20200125	마포구	115078.0	124115.0
614	20200125	서대문구	15238.0	15085.0
615	20200125	서초구	75878.0	63678.0
616	20200125	성동구	43350.0	45006.0
617	20200125	성북구	47837.0	44666.0
618	20200125	송파구	62985.0	64270.0
619	20200125	양천구	25050.0	25674.0
620	20200125	영등포구	86869.0	87252.0
621	20200125	용산구	64431.0	66279.0
622	20200125	은평구	69138.0	68117.0
623	20200125	종로구	103223.0	105370.0
624	20200125	중구	121582.0	123871.0
625	20200125	중랑구	34919.0	34673.0
626	20200126	강남구	172840.0	182616.0
627	20200126	강동구	71372.0	72388.0
628	20200126	강북구	45805.0	44925.0
629	20200126	강서구	117496.0	119319.0
630	20200126	관악구	56467.0	63475.0
631	20200126	광진구	76259.0	84074.0
632	20200126	구로구	100025.0	102822.0
633	20200126	금천구	28583.0	31107.0
634	20200126	노원구	105789.0	107025.0
635	20200126	도봉구	39711.0	39300.0
636	20200126	동대문구	48048.0	49929.0
637	20200126	동작구	102769.0	111046.0
638	20200126	마포구	165198.0	182621.0
639	20200126	서대문구	18247.0	18706.0
640	20200126	서초구	131327.0	91451.0
641	20200126	성동구	59417.0	62708.0
642	20200126	성북구	53506.0	51371.0
643	20200126	송파구	91799.0	95575.0
644	20200126	양천구	33041.0	33561.0
645	20200126	영등포구	119677.0	122300.0
646	20200126	용산구	79985.0	71422.0
647	20200126	은평구	84489.0	85952.0
